"PartitionKey","RowKey","Age","DeviceType","Dizziness","EventEnqueuedUtcTime","EventProcessedUtcTime","Id","IoTHub","Nick","NoExperiment","PartitionId","PreWait","Reaction","Sex"
rpi3,2016-05-26T15:11:37.4030000Z,34,0,0,26.05.2016 15:11:37,26.05.2016 15:11:36,rpi3,Record,AlexCh,1,0,3998,172154410,M
rpi3,2016-05-26T15:11:43.2250000Z,34,0,0,26.05.2016 15:11:43,26.05.2016 15:11:42,rpi3,Record,AlexCh,2,0,2813,4835560,M
rpi3,2016-05-26T15:21:26.0140000Z,33,0,0,26.05.2016 15:21:26,26.05.2016 15:21:25,rpi3,Record,Ufaev,0,0,4122,5240606,M
rpi3,2016-05-26T15:21:35.3940000Z,33,0,0,26.05.2016 15:21:35,26.05.2016 15:21:34,rpi3,Record,Ufaev,1,0,3747,3598332,M
rpi8,2016-05-26T14:46:22.5964452Z,27,0,0,26.05.2016 14:46:22,26.05.2016 14:46:23,rpi8,Record,Artem,0,1,2340,9791128,M
rpi8,2016-05-26T14:46:29.0220000Z,27,0,0,26.05.2016 14:46:29,26.05.2016 14:46:29,rpi8,Record,Artem,1,1,2921,4704061,M
rpi8,2016-05-26T14:46:35.9760000Z,27,0,0,26.05.2016 14:46:35,26.05.2016 14:46:36,rpi8,Record,Artem,2,1,3981,4645611,M
rpi8,2016-05-26T14:46:45.5440000Z,27,0,0,26.05.2016 14:46:45,26.05.2016 14:46:46,rpi8,Record,Artem,3,1,3925,4482628,M
rpi8,2016-05-26T14:46:52.1750000Z,27,0,0,26.05.2016 14:46:52,26.05.2016 14:46:52,rpi8,Record,Artem,4,1,3159,4298955,M
rpi8,2016-05-26T14:47:00.5190000Z,27,0,0,26.05.2016 14:47:00,26.05.2016 14:47:01,rpi8,Record,Artem,5,1,4720,4064257,M
rpi8,2016-05-26T14:47:06.6790000Z,27,0,0,26.05.2016 14:47:06,26.05.2016 14:47:07,rpi8,Record,Artem,6,1,2704,7033825,M
rpi8,2016-05-26T14:48:43.3900000Z,27,0,1,26.05.2016 14:48:43,26.05.2016 14:48:44,rpi8,Record,Artem,0,1,2291,3462385,M
rpi8,2016-05-26T14:48:52.0790000Z,27,0,1,26.05.2016 14:48:52,26.05.2016 14:48:52,rpi8,Record,Artem,1,1,4305,4009121,M
rpi8,2016-05-26T14:48:58.9860000Z,27,0,1,26.05.2016 14:48:58,26.05.2016 14:48:59,rpi8,Record,Artem,2,1,3374,5326917,M
rpi8,2016-05-26T14:49:06.2310000Z,27,0,1,26.05.2016 14:49:06,26.05.2016 14:49:07,rpi8,Record,Artem,3,1,4338,3719492,M
rpi8,2016-05-26T14:49:11.7100000Z,27,0,1,26.05.2016 14:49:11,26.05.2016 14:49:12,rpi8,Record,Artem,4,1,2225,4120695,M
rpi8,2016-05-26T14:49:17.4600000Z,27,0,1,26.05.2016 14:49:17,26.05.2016 14:49:18,rpi8,Record,Artem,5,1,2553,4785339,M
rpi8,2016-05-26T14:49:25.6080000Z,27,0,1,26.05.2016 14:49:25,26.05.2016 14:49:26,rpi8,Record,Artem,6,1,3865,4865255,M
rpi8,2016-05-26T14:49:31.5770000Z,27,0,1,26.05.2016 14:49:31,26.05.2016 14:49:32,rpi8,Record,Artem,7,1,2737,5125575,M
rpi8,2016-05-26T14:49:36.7370000Z,27,0,1,26.05.2016 14:49:36,26.05.2016 14:49:37,rpi8,Record,Artem,8,1,2223,4033084,M
